id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp
864,MARLEY,53,70,421,377,611,814,22/02/19 11:59 AM
865,SCOUT,14,21,286,500,544,825,12/02/19 11:59 AM
866,BENTLEY,26,26,214,239,899,867,13/02/19 11:59 AM
867,DIESEL,35,98,473,434,729,579,14/02/19 11:59 AM
868,KONA,13,82,148,269,1003,945,15/02/19 11:59 AM
869,RUGER,99,9,435,189,610,892,16/02/19 11:59 AM
870,THOR,35,81,422,321,620,661,17/02/19 11:59 AM
871,ZEUS,34,68,392,137,636,861,18/02/19 11:59 AM
872,ATHENA,67,96,131,255,760,801,19/02/19 11:59 AM
873,ELLIE,44,95,308,126,717,713,20/02/19 11:59 AM
874,FINN,97,20,459,484,571,863,21/02/19 11:59 AM
875,LILLY,102,27,118,352,837,861,22/02/19 11:59 AM
876,MILO,11,45,390,254,747,608,23/02/19 11:59 AM
877,TITAN,93,83,407,442,861,716,12/02/19 11:59 AM
878,BLUE,22,99,231,386,1002,743,13/02/19 11:59 AM
879,DAKOTA,89,22,231,179,659,731,14/02/19 11:59 AM
880,KISKA,55,31,438,134,920,950,15/02/19 11:59 AM
881,LEO,75,93,314,308,1006,752,16/02/19 11:59 AM
882,MINNIE,70,99,222,108,523,900,17/02/19 11:59 AM
883,MURPHY,65,81,229,245,702,548,18/02/19 11:59 AM
884,OSCAR,20,77,235,476,672,728,19/02/19 11:59 AM
885,SASHA,31,94,115,338,993,557,20/02/19 11:59 AM
886,TUCKER,92,46,290,347,626,669,21/02/19 11:59 AM
887,KODIAK,17,100,278,332,597,634,22/02/19 11:59 AM
888,LOUIE,56,67,281,499,770,799,23/02/19 11:59 AM
889,NALA,98,61,435,213,562,796,13/02/19 11:59 AM
890,OLIVER,10,33,458,352,805,747,14/02/19 11:59 AM
891,RANGER,74,37,480,164,865,639,15/02/19 11:59 AM
892,slim,35,27,109,204,837,823,10/02/19 11:59 AM
893,spike,104,41,257,374,836,514,11/02/19 11:59 AM
894,mamacat,84,86,375,191,967,966,12/02/19 11:59 AM
895,babycat,72,92,348,271,629,729,13/02/19 11:59 AM
896,miko,30,14,150,131,878,829,14/02/19 11:59 AM
897,WINSTON,59,66,284,168,861,588,15/02/19 11:59 AM
898,ZOE,37,73,147,219,791,958,16/02/19 11:59 AM
899,ANGEL,81,72,314,381,891,721,17/02/19 11:59 AM
900,BAXTER,37,72,284,267,985,775,18/02/19 11:59 AM
901,EMMA,94,12,440,352,676,557,19/02/19 11:59 AM
902,GIZMO,74,82,327,379,868,743,20/02/19 11:59 AM
903,HAZEL,108,64,294,303,528,873,21/02/19 11:59 AM
904,CHANCE,53,89,496,392,838,754,10/02/19 11:59 AM
905,CHEWY,78,50,424,245,726,723,11/02/19 11:59 AM
906,HUNTER,12,109,384,195,834,682,12/02/19 11:59 AM
907,JACKSON,59,65,292,415,791,834,13/02/19 11:59 AM
908,MADDIE,81,62,326,365,726,552,14/02/19 11:59 AM
909,OTIS,70,85,458,381,938,611,15/02/19 11:59 AM
910,RAVEN,36,50,184,375,781,943,16/02/19 11:59 AM
911,TEDDY,101,35,443,286,553,1006,17/02/19 11:59 AM
912,BO,48,106,233,507,827,862,18/02/19 11:59 AM
913,BUDDY,95,108,478,247,934,909,19/02/19 11:59 AM
914,MAX,15,30,470,133,727,673,20/02/19 11:59 AM
915,SADIE,64,48,328,249,873,962,21/02/19 11:59 AM
916,LUCY,24,39,379,186,787,790,11/02/19 11:59 AM
917,BAILEY,95,61,436,223,897,582,12/02/19 11:59 AM
918,DAISY,54,84,149,163,633,718,13/02/19 11:59 AM
919,LUNA,105,97,266,491,668,882,14/02/19 11:59 AM
920,CHARLIE,74,104,289,317,773,868,15/02/19 11:59 AM
921,MAGGIE,13,43,404,290,721,867,16/02/19 11:59 AM
922,MOLLY,82,41,160,451,845,695,17/02/19 11:59 AM
923,COOPER,93,84,439,357,850,702,18/02/19 11:59 AM
924,GINGER,16,9,427,417,581,886,19/02/19 11:59 AM
925,JACK,72,80,209,207,820,848,20/02/19 11:59 AM
926,WILLOW,53,73,432,488,677,963,21/02/19 11:59 AM
927,ABBY,21,39,260,309,833,606,22/02/19 11:59 AM
928,BEAR,81,85,273,479,899,860,11/02/19 11:59 AM
929,LILY,100,42,413,175,620,672,12/02/19 11:59 AM
930,DUKE,25,25,149,504,816,655,13/02/19 11:59 AM
931,KODA,38,103,270,363,868,876,14/02/19 11:59 AM
932,ROCKY,34,100,178,187,854,820,15/02/19 11:59 AM
933,CHLOE,20,11,296,398,896,649,16/02/19 11:59 AM
934,KENAI,74,94,330,436,540,954,17/02/19 11:59 AM
935,HARLEY,50,53,350,241,866,538,18/02/19 11:59 AM
936,DENALI,89,59,220,484,829,934,19/02/19 11:59 AM
937,TOBY,68,65,265,509,698,664,20/02/19 11:59 AM
938,JAKE,63,30,220,278,577,679,21/02/19 11:59 AM
939,LOKI,64,10,312,348,526,553,22/02/19 11:59 AM
940,RUBY,45,93,472,182,674,727,12/02/19 11:59 AM
941,ROXY,103,51,368,150,975,634,13/02/19 11:59 AM
942,LUCKY,94,89,456,395,780,987,14/02/19 11:59 AM
943,PENNY,26,42,161,167,827,607,15/02/19 11:59 AM
944,RILEY,106,19,172,304,872,955,16/02/19 11:59 AM
945,SHADOW,92,74,436,205,571,743,17/02/19 11:59 AM
946,SOPHIE,85,54,421,440,614,550,18/02/19 11:59 AM
947,LOLA,37,56,363,147,926,828,19/02/19 11:59 AM
948,ROSIE,51,39,501,334,774,958,20/02/19 11:59 AM
949,PEPPER,95,103,216,367,851,613,21/02/19 11:59 AM
950,COCO,73,100,392,460,664,933,22/02/19 11:59 AM
951,GUS,20,62,447,176,714,662,23/02/19 11:59 AM
952,LADY,26,52,148,235,690,552,12/02/19 11:59 AM
953,BANDIT,33,69,492,367,935,848,13/02/19 11:59 AM
954,GRACIE,25,78,116,435,576,665,14/02/19 11:59 AM
955,JASPER,79,21,233,463,782,601,15/02/19 11:59 AM
956,PIPER,46,69,509,489,725,734,16/02/19 11:59 AM
957,STELLA,79,40,313,407,966,543,17/02/19 11:59 AM
958,YUKON,69,22,209,303,996,798,18/02/19 11:59 AM
959,ZOEY,42,102,295,170,665,789,19/02/19 11:59 AM
960,ANNIE,93,102,121,113,625,538,20/02/19 11:59 AM
961,BUSTER,49,68,255,244,922,663,21/02/19 11:59 AM
962,SAM,57,52,467,406,838,545,22/02/19 11:59 AM
963,MARLEY,54,71,422,378,612,815,23/02/19 11:59 AM
964,SCOUT,15,22,287,501,545,826,13/02/19 11:59 AM
965,BENTLEY,27,27,215,240,900,868,14/02/19 11:59 AM
966,DIESEL,36,99,474,435,730,580,15/02/19 11:59 AM
967,KONA,14,83,149,270,1004,946,16/02/19 11:59 AM
968,RUGER,100,10,436,190,611,893,17/02/19 11:59 AM
969,THOR,36,82,423,322,621,662,18/02/19 11:59 AM
970,ZEUS,35,69,393,138,637,862,19/02/19 11:59 AM
971,ATHENA,68,97,132,256,761,802,20/02/19 11:59 AM
972,ELLIE,45,96,309,127,718,714,21/02/19 11:59 AM
973,FINN,98,21,460,485,572,864,22/02/19 11:59 AM
974,LILLY,103,28,119,353,838,862,23/02/19 11:59 AM
975,MILO,12,46,391,255,748,609,24/02/19 11:59 AM
976,TITAN,94,84,408,443,862,717,13/02/19 11:59 AM
977,BLUE,23,100,232,387,1003,744,14/02/19 11:59 AM
978,DAKOTA,90,23,232,180,660,732,15/02/19 11:59 AM
979,KISKA,56,32,439,135,921,951,16/02/19 11:59 AM
980,LEO,76,94,315,309,1007,753,17/02/19 11:59 AM
981,MINNIE,71,100,223,109,524,901,18/02/19 11:59 AM
982,MURPHY,66,82,230,246,703,549,19/02/19 11:59 AM
983,OSCAR,21,78,236,477,673,729,20/02/19 11:59 AM
984,SASHA,32,95,116,339,994,558,21/02/19 11:59 AM
985,TUCKER,93,47,291,348,627,670,22/02/19 11:59 AM
986,KODIAK,18,101,279,333,598,635,23/02/19 11:59 AM
987,LOUIE,57,68,282,500,771,800,24/02/19 11:59 AM
988,NALA,99,62,436,214,563,797,14/02/19 11:59 AM
989,OLIVER,11,34,459,353,806,748,15/02/19 11:59 AM
990,RANGER,75,38,481,165,866,640,16/02/19 11:59 AM
991,slim,36,28,110,205,838,824,11/02/19 11:59 AM
992,spike,105,42,258,375,837,515,12/02/19 11:59 AM
993,mamacat,85,87,376,192,968,967,13/02/19 11:59 AM
994,babycat,73,93,349,272,630,730,14/02/19 11:59 AM
995,miko,31,15,151,132,879,830,15/02/19 11:59 AM
996,WINSTON,60,67,285,169,862,589,16/02/19 11:59 AM
997,ZOE,38,74,148,220,792,959,17/02/19 11:59 AM
998,ANGEL,82,73,315,382,892,722,18/02/19 11:59 AM
999,BAXTER,38,73,285,268,986,776,19/02/19 11:59 AM
