id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp,latitude,longitude,only_in_version_2
604,EMMA,0,0,925,960,880,289,04/02/18 11:59 AM,31.9891488,70.9585258,a
605,GIZMO,78,37,839,453,926,836,05/02/18 11:59 AM,96.1007199,74.3276503,a
606,HAZEL,68,47,665,413,203,704,06/02/18 11:59 AM,30.2457668,2.797,a
607,CHANCE,24,59,491,732,666,239,07/02/18 11:59 AM,28.6812784,6.4604278,a
608,CHEWY,51,44,660,149,79,483,05/02/18 11:59 AM,50.5014624,91.7365456,a
609,HUNTER,28,17,991,871,39,601,09/02/18 11:59 AM,72.3083944,99.4267642,a
610,JACKSON,49,71,958,784,425,586,10/02/18 11:59 AM,74.1010585,56.109545,a
611,MADDIE,86,6,237,800,145,823,10/02/18 11:59 AM,17.8175268,94.8376939,a
612,OTIS,6,46,970,428,64,193,12/02/18 11:59 AM,81.8204855,22.897273,a
613,RAVEN,74,45,153,401,294,9,01/02/18 11:59 AM,32.6285622,96.5839196,a
614,TEDDY,78,99,287,247,411,883,02/02/18 11:59 AM,47.0523144,10.2078068,a
615,BO,36,0,531,453,288,215,03/02/18 11:59 AM,6.9497339,1.1171934,a
616,BUDDY,50,64,123,264,263,724,04/02/18 11:59 AM,76.5205827,3.2869695,a
617,MAX,87,56,447,200,945,858,05/02/18 11:59 AM,89.1515255,1.7206363,a
618,SADIE,94,100,139,974,78,994,06/02/18 11:59 AM,6.5868481,94.8932804,a
619,LUCY,96,77,48,540,365,212,07/02/18 11:59 AM,29.647659,82.3440248,a
620,BAILEY,88,52,474,808,171,401,08/02/18 11:59 AM,63.1653516,85.5890013,a
621,DAISY,70,87,875,543,942,797,09/02/18 11:59 AM,63.0995154,34.2507302,a
622,LUNA,95,31,887,369,549,395,10/02/18 11:59 AM,67.1073187,89.1163031,a
623,CHARLIE,89,60,905,806,777,984,11/02/18 11:59 AM,1.2858441,96.721096,a
624,MAGGIE,90,60,649,89,426,757,12/02/18 11:59 AM,54.3545585,58.8890713,a
625,MOLLY,57,55,447,732,14,261,01/02/18 11:59 AM,63.1869888,38.2571425,a
626,COOPER,35,100,782,384,917,774,02/02/18 11:59 AM,60.6713361,29.5798792,a
627,GINGER,57,88,775,200,521,646,06/02/18 11:59 AM,7.8937119,23.7448074,a
628,JACK,94,28,834,38,285,601,04/02/18 11:59 AM,61.6141373,31.7959791,a
629,WILLOW,57,54,692,361,664,679,05/02/18 11:59 AM,64.7146347,18.7937404,a
630,ABBY,66,15,726,538,540,162,06/02/18 11:59 AM,83.455664,17.2805561,a
631,BEAR,86,56,44,947,935,639,07/02/18 11:59 AM,93.7498197,72.6398164,a
632,LILY,68,34,515,882,381,100,05/02/18 11:59 AM,52.7099775,4.3874006,a
633,DUKE,95,42,760,344,3,775,09/02/18 11:59 AM,59.5077575,98.5760203,a
634,KODA,12,81,927,956,199,112,10/02/18 11:59 AM,4.2143582,0.3836996,a
635,ROCKY,93,28,381,71,343,860,10/02/18 11:59 AM,85.1864224,75.2869011,a
636,CHLOE,71,95,803,565,392,276,12/02/18 11:59 AM,9.9181957,74.9290202,a
637,KENAI,42,80,860,223,927,385,01/02/18 11:59 AM,65.0446319,21.9227808,a
638,HARLEY,80,98,546,992,148,706,02/02/18 11:59 AM,33.58397,94.6417675,a
639,DENALI,86,44,843,702,691,42,03/02/18 11:59 AM,78.5496515,56.0745965,a
640,TOBY,55,76,61,72,226,966,04/02/18 11:59 AM,11.9232635,41.0482249,a
641,JAKE,53,91,162,445,263,653,05/02/18 11:59 AM,38.7791439,7.6055611,a
642,LOKI,7,97,709,367,653,598,06/02/18 11:59 AM,96.7096773,69.3752907,a
643,RUBY,6,16,582,561,127,401,07/02/18 11:59 AM,16.0217947,25.9505091,a
644,ROXY,60,39,167,791,162,672,08/02/18 11:59 AM,39.3039028,52.9396325,a
645,LUCKY,18,14,251,682,537,800,09/02/18 11:59 AM,64.4476671,27.5683504,a
646,PENNY,27,52,395,682,932,657,10/02/18 11:59 AM,17.5284548,24.3527827,a
647,RILEY,71,0,63,395,349,149,11/02/18 11:59 AM,88.6049708,20.8241044,a
648,SHADOW,42,74,951,540,772,329,12/02/18 11:59 AM,30.9863704,1.4137768,a
649,SOPHIE,61,91,341,130,974,504,01/02/18 11:59 AM,7.0652929,3.281734,a
650,LOLA,87,1,382,842,579,187,02/02/18 11:59 AM,72.0841944,2.7031436,a
651,ROSIE,56,10,184,552,37,907,06/02/18 11:59 AM,64.2733867,34.63508,a
652,PEPPER,65,17,296,665,362,877,04/02/18 11:59 AM,20.2344685,15.4022338,a
653,COCO,7,11,884,187,102,494,05/02/18 11:59 AM,79.0218454,74.6492099,a
654,GUS,27,35,172,802,203,135,06/02/18 11:59 AM,65.1602125,48.7947373,a
655,LADY,58,81,479,295,931,242,07/02/18 11:59 AM,80.3770474,94.602124,a
656,BANDIT,40,52,888,557,225,527,05/02/18 11:59 AM,16.5005387,76.7318989,a
657,GRACIE,65,53,133,424,55,255,09/02/18 11:59 AM,95.1776284,48.0120533,a
658,JASPER,42,45,14,392,266,950,10/02/18 11:59 AM,45.1603041,59.4261773,a
659,PIPER,10,7,474,715,329,634,10/02/18 11:59 AM,86.8747727,3.1761281,a
660,STELLA,45,1,440,266,473,231,12/02/18 11:59 AM,43.997037,3.262827,a
661,YUKON,9,53,215,845,990,47,01/02/18 11:59 AM,79.3320392,80.7144738,a
662,ZOEY,24,26,47,436,931,641,02/02/18 11:59 AM,76.0688785,73.633589,a
663,ANNIE,75,92,728,23,711,464,03/02/18 11:59 AM,67.2899926,59.3162502,a
664,BUSTER,96,35,265,398,465,825,04/02/18 11:59 AM,48.6800852,36.7031104,a
665,SAM,93,59,424,37,778,108,05/02/18 11:59 AM,31.5288752,51.6715754,a
666,MARLEY,98,55,946,387,38,966,06/02/18 11:59 AM,23.9624917,54.2891312,a
667,SCOUT,39,57,475,384,1,627,07/02/18 11:59 AM,93.0089674,17.9121456,a
668,BENTLEY,60,58,86,178,955,619,08/02/18 11:59 AM,59.5854658,64.7827895,a
669,DIESEL,88,86,938,265,53,944,09/02/18 11:59 AM,12.9405341,27.2109805,a
670,KONA,56,98,330,588,685,534,10/02/18 11:59 AM,72.7490263,3.022617,a
671,RUGER,14,18,143,615,708,138,11/02/18 11:59 AM,61.7653054,32.1662258,a
672,THOR,38,32,454,146,894,162,12/02/18 11:59 AM,62.5800104,43.3016101,a
673,ZEUS,23,54,550,781,183,899,01/02/18 11:59 AM,4.6133227,58.1734997,a
674,ATHENA,15,64,330,96,709,671,02/02/18 11:59 AM,77.1226049,99.929636,a
675,ELLIE,50,18,228,515,50,568,06/02/18 11:59 AM,53.7762404,1.482422,a
676,FINN,93,79,442,980,481,510,04/02/18 11:59 AM,91.1489156,78.3195734,a
677,LILLY,78,25,700,790,456,313,05/02/18 11:59 AM,25.4953871,67.1449919,a
678,MILO,80,1,491,994,588,476,06/02/18 11:59 AM,99.0071812,39.1031165,a
679,TITAN,53,3,736,583,716,715,07/02/18 11:59 AM,77.4488192,57.0429576,a
680,BLUE,41,80,929,243,954,308,05/02/18 11:59 AM,50.3053608,24.230773,a
681,DAKOTA,32,87,981,504,199,356,09/02/18 11:59 AM,37.6003166,65.7515241,a
682,KISKA,74,75,194,935,496,40,10/02/18 11:59 AM,24.4906508,77.1547936,a
683,LEO,21,50,93,225,899,566,10/02/18 11:59 AM,31.4549738,79.3239585,a
684,MINNIE,98,66,770,255,869,70,12/02/18 11:59 AM,53.0997517,21.5228245,a
685,MURPHY,77,22,994,192,339,129,01/02/18 11:59 AM,37.8889343,17.1771814,a
686,OSCAR,96,46,294,135,545,339,02/02/18 11:59 AM,65.2267405,21.3949699,a
687,SASHA,51,73,208,840,121,536,03/02/18 11:59 AM,63.5712569,28.083303,a
688,TUCKER,0,91,46,303,115,657,04/02/18 11:59 AM,83.9171413,4.6128663,a
689,KODIAK,66,25,820,990,140,673,05/02/18 11:59 AM,7.7989603,8.0865252,a
690,LOUIE,85,46,225,564,144,161,06/02/18 11:59 AM,33.384828,11.057543,a
691,NALA,5,57,117,621,900,242,07/02/18 11:59 AM,26.4984302,95.4330291,a
692,OLIVER,66,4,86,970,42,528,08/02/18 11:59 AM,84.0724004,6.9810792,a
693,RANGER,64,80,335,51,453,334,09/02/18 11:59 AM,61.1671307,41.4876111,a
694,slim,71,50,294,428,511,214,10/02/18 11:59 AM,59.0124202,65.9597035,a
695,spike,55,93,98,262,273,119,11/02/18 11:59 AM,43.8874256,12.7935969,a
696,mamacat,74,30,939,279,864,578,12/02/18 11:59 AM,27.502624,37.1275225,a
697,babycat,37,5,366,24,786,658,01/02/18 11:59 AM,37.0484933,4.850915,a
698,miko,42,14,902,808,519,700,02/02/18 11:59 AM,55.7052201,21.9434896,a
699,WINSTON,9,1,100,442,419,426,06/02/18 11:59 AM,25.9942193,4.5561626,a
700,ZOE,31,96,935,793,237,457,04/02/18 11:59 AM,58.5889481,60.3593895,a
701,ANGEL,23,80,784,463,461,248,05/02/18 11:59 AM,50.8288834,57.9183903,a
702,BAXTER,96,83,114,67,194,131,06/02/18 11:59 AM,9.927145,32.7279554,a
703,EMMA,31,94,924,758,67,766,07/02/18 11:59 AM,6.8578086,87.9997889,a
704,GIZMO,62,62,55,66,75,463,05/02/18 11:59 AM,54.9465993,26.1905075,a
705,HAZEL,97,63,757,675,759,409,09/02/18 11:59 AM,15.5581995,92.701411,a
706,CHANCE,62,20,275,225,812,908,10/02/18 11:59 AM,83.5415302,15.1765144,a
707,CHEWY,80,74,405,264,387,373,10/02/18 11:59 AM,73.6325969,14.2974774,a
708,HUNTER,89,34,968,473,286,338,12/02/18 11:59 AM,12.1453564,69.5691926,a
709,JACKSON,74,40,836,840,36,261,01/02/18 11:59 AM,84.1119696,89.6310403,a
710,MADDIE,53,85,517,261,101,817,02/02/18 11:59 AM,51.21526,53.6769795,a
711,OTIS,43,28,101,690,327,193,03/02/18 11:59 AM,85.1532813,22.333627,a
712,RAVEN,74,42,381,160,799,493,04/02/18 11:59 AM,64.5504711,42.2508677,a
713,TEDDY,25,61,233,373,279,64,05/02/18 11:59 AM,55.3775618,5.3733924,a
714,BO,86,79,896,181,909,284,06/02/18 11:59 AM,25.7398776,17.0250916,a
715,BUDDY,73,43,51,632,869,548,07/02/18 11:59 AM,13.1774977,3.4950886,a
716,MAX,32,53,622,461,91,197,08/02/18 11:59 AM,93.2167723,61.7359396,a
717,SADIE,85,27,769,962,571,293,09/02/18 11:59 AM,13.870955,23.2977244,a
718,LUCY,92,6,517,742,96,279,10/02/18 11:59 AM,24.1790087,92.9264863,a
719,BAILEY,59,59,478,216,626,46,11/02/18 11:59 AM,32.025532,95.1917536,a
720,DAISY,96,76,768,109,172,91,12/02/18 11:59 AM,91.3895727,82.1691056,a
721,LUNA,24,60,996,17,606,910,01/02/18 11:59 AM,38.3205549,64.9506771,a
722,CHARLIE,13,75,907,927,205,838,02/02/18 11:59 AM,24.0835735,99.7244307,a
723,MAGGIE,61,53,204,120,479,942,06/02/18 11:59 AM,26.7579248,7.3120828,a
724,MOLLY,13,88,768,186,367,33,04/02/18 11:59 AM,42.1277584,66.2205978,a
725,COOPER,67,55,418,990,459,588,05/02/18 11:59 AM,83.6349413,6.330049,a
726,GINGER,61,5,451,109,426,232,06/02/18 11:59 AM,83.5699561,78.9362439,a
727,JACK,89,100,846,761,687,310,07/02/18 11:59 AM,60.918006,76.7575524,a
728,WILLOW,7,37,641,945,392,770,05/02/18 11:59 AM,21.0255314,7.1203951,a
729,ABBY,46,8,164,61,529,93,09/02/18 11:59 AM,88.0875162,13.6941902,a
730,BEAR,0,82,557,319,338,323,10/02/18 11:59 AM,30.9036882,72.1692996,a
731,LILY,19,37,871,836,942,262,10/02/18 11:59 AM,46.5690283,79.6479362,a
732,DUKE,81,76,842,501,644,636,12/02/18 11:59 AM,91.1153343,6.7617522,a
733,KODA,19,8,500,771,455,914,01/02/18 11:59 AM,98.47977,44.5395546,a
734,ROCKY,45,24,835,881,55,422,02/02/18 11:59 AM,29.6500062,16.2257938,a
735,CHLOE,53,44,166,958,352,332,03/02/18 11:59 AM,76.1570154,47.2401157,a
736,KENAI,49,46,536,142,666,737,04/02/18 11:59 AM,83.9962841,4.4448251,a
737,HARLEY,21,67,319,794,604,42,05/02/18 11:59 AM,9.1551869,48.8167445,a
738,DENALI,27,23,213,204,359,15,06/02/18 11:59 AM,16.840095,52.5333879,a
739,TOBY,3,13,358,788,681,328,07/02/18 11:59 AM,31.1280979,25.3064192,a
740,JAKE,33,41,942,910,322,884,08/02/18 11:59 AM,30.7703047,27.5274643,a
741,LOKI,88,76,243,436,335,80,09/02/18 11:59 AM,47.7682493,49.4026841,a
742,RUBY,52,53,377,610,269,926,10/02/18 11:59 AM,82.2608734,39.3104538,a
743,ROXY,8,45,534,731,487,43,11/02/18 11:59 AM,25.3269839,96.6991477,a
744,LUCKY,43,95,573,909,304,106,12/02/18 11:59 AM,3.2016626,19.4815912,a
745,PENNY,26,22,859,891,850,512,01/02/18 11:59 AM,13.2038688,94.5293764,a
746,RILEY,1,59,857,730,135,164,02/02/18 11:59 AM,10.796152,39.220027,a
747,SHADOW,39,76,113,79,495,460,06/02/18 11:59 AM,40.0625834,33.1644564,a
748,SOPHIE,2,74,5,992,841,91,04/02/18 11:59 AM,85.2355157,42.259217,a
749,LOLA,1,98,556,208,498,26,05/02/18 11:59 AM,22.7706234,10.3456482,a
750,ROSIE,63,63,58,141,506,91,06/02/18 11:59 AM,90.3089642,39.7716833,a
751,PEPPER,53,83,972,705,847,317,07/02/18 11:59 AM,28.6099185,90.660217,a
752,COCO,41,4,965,134,391,724,05/02/18 11:59 AM,96.0458819,59.5885111,a
753,GUS,86,40,417,819,633,170,09/02/18 11:59 AM,1.8283267,89.8725708,a
754,LADY,75,70,480,175,920,516,10/02/18 11:59 AM,90.0130688,9.7698297,a
755,BANDIT,100,43,388,453,958,421,10/02/18 11:59 AM,63.1574201,53.785158,a
756,GRACIE,40,58,716,217,656,352,12/02/18 11:59 AM,89.4564576,14.8594388,a
757,JASPER,8,93,964,263,228,940,01/02/18 11:59 AM,52.0455463,27.2482078,a
758,PIPER,58,22,374,670,729,338,02/02/18 11:59 AM,85.9820125,82.1781812,a
759,STELLA,83,11,406,832,514,807,03/02/18 11:59 AM,26.2088951,22.7416545,a
760,YUKON,93,78,791,504,457,505,04/02/18 11:59 AM,98.3906545,65.9148095,a
761,ZOEY,43,45,72,879,840,324,05/02/18 11:59 AM,37.7291124,59.6042202,a
762,ANNIE,21,12,420,775,156,58,06/02/18 11:59 AM,67.2098318,17.4001823,a
763,BUSTER,59,8,200,469,937,427,07/02/18 11:59 AM,51.6720812,60.3588396,a
764,SAM,7,67,84,898,777,774,08/02/18 11:59 AM,28.3685897,17.805266,a
765,MARLEY,61,54,400,168,689,912,09/02/18 11:59 AM,79.6284634,70.7647257,a
766,SCOUT,22,76,459,157,370,821,10/02/18 11:59 AM,43.7185831,76.6694135,a
767,BENTLEY,61,77,401,844,495,710,11/02/18 11:59 AM,4.3234513,4.6752507,a
768,DIESEL,95,39,460,799,644,543,12/02/18 11:59 AM,85.7350248,51.3284856,a
769,KONA,14,25,988,599,779,168,01/02/18 11:59 AM,21.5786135,33.476707,a
770,RUGER,66,87,403,913,310,738,02/02/18 11:59 AM,36.82354,62.0330636,a
771,THOR,78,57,124,43,811,972,06/02/18 11:59 AM,55.4086203,90.3042153,a
772,ZEUS,41,36,306,976,781,670,04/02/18 11:59 AM,89.1371354,14.8823292,a
773,ATHENA,97,41,588,356,348,755,05/02/18 11:59 AM,60.0032143,30.0191116,a
774,ELLIE,61,19,191,99,323,240,06/02/18 11:59 AM,46.8895622,25.6051469,a
775,FINN,29,18,473,538,64,702,07/02/18 11:59 AM,95.2754204,77.6662524,a
776,LILLY,40,35,3,599,444,838,05/02/18 11:59 AM,5.9246308,63.2779617,a
777,MILO,50,7,211,665,505,113,09/02/18 11:59 AM,31.4548744,6.9056166,a
778,TITAN,62,82,368,539,526,557,10/02/18 11:59 AM,89.0378472,21.7985855,a
779,BLUE,84,34,828,828,971,621,10/02/18 11:59 AM,33.9233763,26.296215,a
780,DAKOTA,45,78,295,101,293,892,12/02/18 11:59 AM,76.8881028,25.5458213,a
781,KISKA,43,4,198,273,249,245,01/02/18 11:59 AM,68.8186867,94.2637436,a
782,LEO,65,26,448,2,448,789,02/02/18 11:59 AM,10.4176862,72.2261666,a
783,MINNIE,43,38,686,719,185,167,03/02/18 11:59 AM,47.0500112,90.0514182,a
784,MURPHY,85,99,0,277,228,411,04/02/18 11:59 AM,69.6894485,2.3538799,a
785,OSCAR,55,4,596,961,785,144,05/02/18 11:59 AM,25.7140465,39.1559812,a
786,SASHA,84,33,75,629,603,939,06/02/18 11:59 AM,78.4517767,57.8661126,a
787,TUCKER,94,65,36,435,121,319,07/02/18 11:59 AM,78.9908098,84.5128083,a
788,KODIAK,53,54,503,689,419,452,08/02/18 11:59 AM,68.1403237,46.403269,a
789,LOUIE,62,0,805,71,645,828,09/02/18 11:59 AM,8.8823681,85.9447554,a
790,NALA,59,85,485,341,871,711,10/02/18 11:59 AM,47.3999638,68.0986399,a
791,OLIVER,35,4,551,921,487,27,11/02/18 11:59 AM,27.8114226,44.6011909,a
792,RANGER,17,56,242,411,686,960,12/02/18 11:59 AM,35.836197,37.9054295,a
793,slim,66,57,670,924,570,600,01/02/18 11:59 AM,62.8385455,96.8222806,a
794,spike,68,31,411,920,571,909,02/02/18 11:59 AM,28.1922565,93.0652047,a
795,mamacat,30,81,40,323,376,181,06/02/18 11:59 AM,75.686091,11.0810164,a
796,babycat,74,71,961,92,721,67,04/02/18 11:59 AM,53.7909302,74.8258397,a
797,miko,79,72,860,736,595,848,05/02/18 11:59 AM,63.2131439,81.4609098,a
798,WINSTON,48,12,500,116,918,450,06/02/18 11:59 AM,63.4400118,60.6902512,a
799,ZOE,10,55,212,146,229,250,07/02/18 11:59 AM,89.1484697,96.0172145,a
800,ANGEL,15,46,947,151,46,32,05/02/18 11:59 AM,9.0785954,80.456104,a
801,BAXTER,10,97,580,676,445,811,09/02/18 11:59 AM,61.5412783,87.1734309,a
802,EMMA,39,85,818,76,48,813,10/02/18 11:59 AM,6.5806087,99.0449629,a
803,GIZMO,12,0,878,925,225,315,10/02/18 11:59 AM,11.6861052,51.7571827,a
804,HAZEL,37,68,982,681,663,310,12/02/18 11:59 AM,93.952779,65.6861284,a
805,CHANCE,92,26,487,944,297,61,01/02/18 11:59 AM,52.3865905,20.030423,a
806,CHEWY,64,48,743,89,920,374,02/02/18 11:59 AM,49.5485051,93.769061,a
807,HUNTER,85,54,523,670,29,530,03/02/18 11:59 AM,87.9940882,49.5966026,a
808,JACKSON,21,67,552,527,757,418,04/02/18 11:59 AM,41.8932565,12.5762568,a
809,MADDIE,57,54,882,89,445,12,05/02/18 11:59 AM,29.8440887,59.6532859,a
810,OTIS,43,15,317,972,247,269,06/02/18 11:59 AM,93.2563638,51.4213273,a
811,RAVEN,14,54,778,343,884,89,07/02/18 11:59 AM,6.7311324,23.755467,a
812,TEDDY,71,86,556,35,470,750,08/02/18 11:59 AM,17.8644717,47.6528084,a
813,BO,50,84,500,553,987,527,09/02/18 11:59 AM,38.2572169,85.8633072,a
814,BUDDY,57,76,816,991,942,388,10/02/18 11:59 AM,20.7373201,84.8024168,a
815,MAX,63,23,402,754,280,967,11/02/18 11:59 AM,30.9418048,89.6317818,a
816,SADIE,64,54,876,293,454,737,12/02/18 11:59 AM,84.0491434,91.1783094,a
817,LUCY,100,25,41,214,641,385,01/02/18 11:59 AM,80.487398,59.9302915,a
818,BAILEY,88,100,743,133,595,18,02/02/18 11:59 AM,90.5593367,82.8820087,a
819,DAISY,92,42,586,958,964,655,06/02/18 11:59 AM,99.7478656,96.7468581,a
820,LUNA,34,39,725,646,724,382,04/02/18 11:59 AM,4.9542834,52.7513551,a
821,CHARLIE,91,95,218,266,71,915,05/02/18 11:59 AM,4.5188398,43.2106039,a
822,MAGGIE,66,75,711,677,33,567,06/02/18 11:59 AM,6.5975314,31.8963914,a
823,MOLLY,36,43,908,393,797,340,07/02/18 11:59 AM,64.1764874,86.8918369,a
824,COOPER,36,34,143,998,804,245,05/02/18 11:59 AM,44.0624757,15.3925875,a
825,GINGER,84,86,943,239,606,862,09/02/18 11:59 AM,43.8926247,78.0863458,a
826,JACK,97,90,725,494,321,743,10/02/18 11:59 AM,61.1565247,95.6117659,a
827,WILLOW,88,39,91,819,177,512,10/02/18 11:59 AM,24.3800591,11.9885638,a
828,ABBY,88,88,314,400,765,870,12/02/18 11:59 AM,3.8786023,33.6806628,a
829,BEAR,60,31,451,369,696,862,01/02/18 11:59 AM,91.5587308,31.5949392,a
830,LILY,12,38,741,717,894,949,02/02/18 11:59 AM,2.7214172,56.8452686,a
831,DUKE,66,13,643,19,630,72,03/02/18 11:59 AM,52.3431057,7.4082126,a
832,KODA,15,60,378,29,294,914,04/02/18 11:59 AM,99.5209524,51.9740461,a
833,ROCKY,0,94,63,224,878,804,05/02/18 11:59 AM,45.2569116,28.0564019,a
834,CHLOE,50,8,609,263,290,56,06/02/18 11:59 AM,87.3915483,44.7389299,a
835,KENAI,74,34,439,895,974,167,07/02/18 11:59 AM,45.218995,75.3176329,a
836,HARLEY,21,8,619,974,558,933,08/02/18 11:59 AM,53.3838088,76.762832,a
837,DENALI,30,43,355,842,500,476,09/02/18 11:59 AM,9.7221233,19.164273,a
838,TOBY,3,94,614,359,277,323,10/02/18 11:59 AM,46.0018772,7.789932,a
839,JAKE,41,14,110,95,912,286,11/02/18 11:59 AM,16.5799426,21.3500486,a
840,LOKI,31,26,337,114,62,352,12/02/18 11:59 AM,57.1834035,12.0398879,a
841,RUBY,57,46,335,535,407,222,01/02/18 11:59 AM,38.4590789,39.7597023,a
842,ROXY,15,30,549,303,540,35,02/02/18 11:59 AM,42.8783125,51.4861012,a
843,LUCKY,100,9,359,461,476,731,06/02/18 11:59 AM,65.8820451,27.0842566,a
844,PENNY,22,92,143,336,747,256,04/02/18 11:59 AM,44.1557241,4.9435398,a
845,RILEY,96,20,168,686,286,211,05/02/18 11:59 AM,74.5895593,63.1646876,a
846,SHADOW,1,62,816,216,244,465,06/02/18 11:59 AM,31.8050381,68.290078,a
847,SOPHIE,38,60,565,303,333,379,07/02/18 11:59 AM,32.3068837,28.0740583,a
848,LOLA,13,14,188,729,616,953,05/02/18 11:59 AM,27.1737879,18.5747608,a
849,ROSIE,72,56,815,369,810,736,09/02/18 11:59 AM,28.7854013,66.7215077,a
850,PEPPER,58,95,637,203,974,373,10/02/18 11:59 AM,36.755371,86.9991992,a
851,COCO,12,90,499,859,816,750,10/02/18 11:59 AM,37.6293573,33.9023486,a
852,GUS,3,54,723,223,790,926,12/02/18 11:59 AM,75.1313416,47.6060842,a
853,LADY,49,19,73,826,17,101,01/02/18 11:59 AM,97.7626736,67.1414158,a
854,BANDIT,8,21,210,330,433,590,02/02/18 11:59 AM,43.4653453,40.2003856,a
855,GRACIE,23,94,452,531,461,90,03/02/18 11:59 AM,39.0811625,95.0603829,a
856,JASPER,47,57,988,901,616,277,04/02/18 11:59 AM,12.7220247,12.3039345,a
857,PIPER,49,58,513,475,407,60,05/02/18 11:59 AM,33.5500373,99.1694837,a
858,STELLA,27,85,46,24,346,578,06/02/18 11:59 AM,86.6772371,78.9694524,a
859,YUKON,43,44,236,362,441,854,07/02/18 11:59 AM,58.4424509,35.7247465,a
860,ZOEY,56,89,975,617,795,738,08/02/18 11:59 AM,63.3090233,63.8942437,a
861,ANNIE,11,50,710,503,535,496,09/02/18 11:59 AM,62.6390105,30.9578264,a
862,BUSTER,67,65,555,262,687,379,10/02/18 11:59 AM,13.761387,87.0470327,a
863,SAM,45,41,999,685,829,172,11/02/18 11:59 AM,35.2785904,84.9279863,a
864,MARLEY,90,59,236,38,312,698,12/02/18 11:59 AM,39.5349667,12.9749038,a
865,SCOUT,97,47,140,83,982,770,01/02/18 11:59 AM,80.7697232,14.1778945,a
866,BENTLEY,73,74,20,703,762,154,02/02/18 11:59 AM,87.8054639,75.1807616,a
867,DIESEL,28,80,667,656,219,723,06/02/18 11:59 AM,97.2626967,79.8338417,a
868,KONA,26,33,955,249,658,925,04/02/18 11:59 AM,98.0426528,4.4736177,a
869,RUGER,47,45,502,322,796,421,05/02/18 11:59 AM,22.5375952,49.4223723,a
870,THOR,54,100,968,498,74,32,06/02/18 11:59 AM,68.6020746,19.9961613,a
871,ZEUS,82,20,961,667,105,713,07/02/18 11:59 AM,22.654994,89.1683162,a
872,ATHENA,68,45,902,74,493,649,05/02/18 11:59 AM,8.0938515,30.8525704,a
873,ELLIE,65,63,735,550,600,411,09/02/18 11:59 AM,17.7615321,32.8739074,a
874,FINN,82,70,172,609,605,47,10/02/18 11:59 AM,78.844548,61.4503196,a
875,LILLY,43,76,87,917,45,303,10/02/18 11:59 AM,91.715872,24.9591188,a
876,MILO,5,20,998,319,286,515,12/02/18 11:59 AM,96.4702113,78.0350108,a
877,TITAN,11,68,283,80,445,992,01/02/18 11:59 AM,72.6100251,95.5963005,a
878,BLUE,16,14,234,164,204,158,02/02/18 11:59 AM,30.1268282,62.1256388,a
879,DAKOTA,70,72,74,25,941,991,03/02/18 11:59 AM,97.9230731,68.2230731,a
880,KISKA,98,63,944,487,393,643,04/02/18 11:59 AM,2.7320283,34.2302491,a
881,LEO,30,41,73,744,12,725,05/02/18 11:59 AM,15.8824335,80.2405706,a
882,MINNIE,24,30,272,638,188,69,06/02/18 11:59 AM,89.3246436,85.3661097,a
883,MURPHY,33,10,218,314,988,359,07/02/18 11:59 AM,37.0084257,44.6778556,a
884,OSCAR,89,28,55,644,334,22,08/02/18 11:59 AM,73.8255707,72.5467055,a
885,SASHA,13,20,367,378,289,842,09/02/18 11:59 AM,54.1287248,48.2394851,a
886,TUCKER,64,57,845,122,81,141,10/02/18 11:59 AM,96.6326079,56.4502346,a
887,KODIAK,94,48,714,452,237,878,11/02/18 11:59 AM,40.8585329,97.7401506,a
888,LOUIE,72,30,915,894,919,356,12/02/18 11:59 AM,59.2421375,33.1783442,a
889,NALA,9,45,101,256,809,82,01/02/18 11:59 AM,3.8395532,83.043369,a
890,OLIVER,11,22,95,971,360,596,02/02/18 11:59 AM,43.0177542,53.9591598,a
891,RANGER,71,73,183,837,837,369,06/02/18 11:59 AM,17.4141025,65.6514233,a
892,slim,0,23,750,441,377,787,04/02/18 11:59 AM,84.6955585,45.9784931,a
893,spike,57,76,19,544,697,443,05/02/18 11:59 AM,40.2830712,14.3388935,a
894,mamacat,88,6,493,495,183,364,06/02/18 11:59 AM,63.536796,8.2675539,a
895,babycat,99,33,639,764,327,401,07/02/18 11:59 AM,54.5293435,99.2727027,a
896,miko,25,31,443,755,856,434,05/02/18 11:59 AM,70.3744856,71.8025591,a
897,WINSTON,34,42,658,237,903,215,09/02/18 11:59 AM,84.5853548,82.1111703,a
898,ZOE,92,77,911,328,760,56,10/02/18 11:59 AM,0.0289734,4.1275806,a
899,ANGEL,69,26,276,581,467,791,10/02/18 11:59 AM,8.4469238,50.8768337,a
900,BAXTER,18,33,972,222,337,4,12/02/18 11:59 AM,43.9974225,27.6966552,a
901,EMMA,11,97,304,851,169,680,01/02/18 11:59 AM,43.4690436,74.0416285,a
902,GIZMO,58,41,24,361,303,952,02/02/18 11:59 AM,99.9292693,78.073167,a
903,HAZEL,44,63,520,320,462,787,03/02/18 11:59 AM,57.7000033,30.4913272,a
904,CHANCE,35,76,340,201,993,7,04/02/18 11:59 AM,27.67135,77.0673234,a
905,CHEWY,47,56,891,834,106,68,05/02/18 11:59 AM,74.8442706,77.1360949,a
